tag,species,treatment,grid,site,status,seed
1501,brohor,A,1,TAIL,missing,
1502,brohor,B,1,TAIL,,4
1503,brohor,A,1,TAIL,missing,
1504,brohor,B,1,TAIL,missing,
1505,brohor,A,1,TAIL,missing,
1506,brohor,B,1,TAIL,zero,0
1507,brohor,A,1,TAIL,missing,
1508,brohor,B,1,TAIL,zero,0
1509,brohor,A,1,TAIL,missing,
1510,brohor,B,1,TAIL,,3
1511,brohor,A,1,TAIL,zero,0
1512,brohor,B,1,TAIL,zero,0
1513,brohor,A,1,TAIL,zero,0
1514,brohor,B,1,TAIL,,1
1515,brohor,A,1,TAIL,zero,0
1516,brohor,B,1,TAIL,zero,0
1517,brohor,A,1,TAIL,no fruit,0
1518,brohor,B,1,TAIL,zero,0
1519,brohor,A,1,TAIL,missing,
1520,brohor,B,1,TAIL,missing,
1521,brohor,A,1,TAIL,zero,0
1522,brohor,B,1,TAIL,zero,0
1523,brohor,A,1,TAIL,missing,
1524,brohor,B,1,TAIL,zero,0
1525,brohor,A,1,TAIL,no pipe,0
1526,brohor,B,1,TAIL,zero,0
1527,brohor,A,1,TAIL,missing,
1528,brohor,B,1,TAIL,,3
1529,brohor,A,1,TAIL,,7
1530,brohor,B,1,TAIL,zero,0
1531,brohor,A,1,TAIL,,8
1532,brohor,B,1,TAIL,zero,0
1533,brohor,A,1,TAIL,no pipe,0
1534,brohor,B,1,TAIL,zero,0
1535,brohor,A,1,TAIL,,6
1536,brohor,B,1,TAIL,zero,0
1537,brohor,A,1,TAIL,herbivory,
1538,brohor,B,1,TAIL,,4
1539,brohor,A,1,TAIL,,0
1540,brohor,B,1,TAIL,zero,0
1541,brohor,A,1,TAIL,,3
1542,brohor,B,1,TAIL,,2
1543,brohor,A,1,TAIL,,4
1544,brohor,B,1,TAIL,zero,0
1545,brohor,A,1,TAIL,zero,0
1546,brohor,B,1,TAIL,zero,0
1547,brohor,A,1,TAIL,,24
1548,brohor,B,1,TAIL,,0
1549,brohor,A,1,TAIL,,16
1550,brohor,B,1,TAIL,zero,0
1101,brohor,A,2,TAIL,missing,
1102,brohor,B,2,TAIL,zero,0
1103,brohor,A,2,TAIL,missing,
1104,brohor,B,2,TAIL,missing,
1105,brohor,A,2,TAIL,missing,
1106,brohor,B,2,TAIL,missing,
1107,brohor,A,2,TAIL,missing,
1108,brohor,B,2,TAIL,,3
1109,brohor,A,2,TAIL,,13
1110,brohor,B,2,TAIL,zero,0
1111,brohor,A,2,TAIL,zero,0
1112,brohor,B,2,TAIL,,1
1113,brohor,A,2,TAIL,zero,0
1114,brohor,B,2,TAIL,,0
1115,brohor,A,2,TAIL,missing,
1116,brohor,B,2,TAIL,zero,0
1117,brohor,A,2,TAIL,missing,
1118,brohor,B,2,TAIL,,5
1119,brohor,A,2,TAIL,,0
1120,brohor,B,2,TAIL,zero,0
1121,brohor,A,2,TAIL,missing,
1122,brohor,B,2,TAIL,zero,0
1123,brohor,A,2,TAIL,missing,
1124,brohor,B,2,TAIL,,3
1125,brohor,A,2,TAIL,zero,0
1126,brohor,B,2,TAIL,,1
1127,brohor,A,2,TAIL,missing,
1128,brohor,B,2,TAIL,zero,0
1129,brohor,A,2,TAIL,,6
1130,brohor,B,2,TAIL,,0
1131,brohor,A,2,TAIL,missing,
1132,brohor,B,2,TAIL,zero,0
1133,brohor,A,2,TAIL,zero,0
1134,brohor,B,2,TAIL,zero,0
1135,brohor,A,2,TAIL,missing,
1136,brohor,B,2,TAIL,,2
1137,brohor,A,2,TAIL,missing,
1138,brohor,B,2,TAIL,zero,0
1139,brohor,A,2,TAIL,missing,
1140,brohor,B,2,TAIL,missing,
1141,brohor,A,2,TAIL,no pipe,9
1142,brohor,B,2,TAIL,,1
1143,brohor,A,2,TAIL,zero,0
1144,brohor,B,2,TAIL,zero,0
1145,brohor,A,2,TAIL,,2
1146,brohor,B,2,TAIL,missing,
1147,brohor,A,2,TAIL,no pipe,11
1148,brohor,B,2,TAIL,,2
1149,brohor,A,2,TAIL,zero,0
1150,brohor,B,2,TAIL,zero,0
1551,brohor,A,5,TAIL,zero,0
1552,brohor,B,5,TAIL,missing,
1553,brohor,A,5,TAIL,zero,0
1554,brohor,B,5,TAIL,,6
1555,brohor,A,5,TAIL,zero,0
1556,brohor,B,5,TAIL,zero,0
1557,brohor,A,5,TAIL,zero,0
1558,brohor,B,5,TAIL,zero,0
1559,brohor,A,5,TAIL,zero,0
1560,brohor,B,5,TAIL,zero,0
1561,brohor,A,5,TAIL,zero,0
1562,brohor,B,5,TAIL,zero,0
1563,brohor,A,5,TAIL,zero,0
1564,brohor,B,5,TAIL,zero,0
1565,brohor,A,5,TAIL,zero,0
1566,brohor,B,5,TAIL,zero,0
1567,brohor,A,5,TAIL,,9
1568,brohor,B,5,TAIL,,4
1569,brohor,A,5,TAIL,,1
1570,brohor,B,5,TAIL,,4
1571,brohor,A,5,TAIL,,1
1572,brohor,B,5,TAIL,,1
1573,brohor,A,5,TAIL,,3
1574,brohor,B,5,TAIL,zero,0
1575,brohor,A,5,TAIL,zero,0
1576,brohor,B,5,TAIL,zero,0
1577,brohor,A,5,TAIL,missing,
1578,brohor,B,5,TAIL,missing,
1579,brohor,A,5,TAIL,missing,
1580,brohor,B,5,TAIL,missing,
1581,brohor,A,5,TAIL,no pipe,0
1582,brohor,B,5,TAIL,zero,0
1583,brohor,A,5,TAIL,zero,0
1584,brohor,B,5,TAIL,,2
1585,brohor,A,5,TAIL,zero,0
1586,brohor,B,5,TAIL,zero,0
1587,brohor,A,5,TAIL,zero,0
1588,brohor,B,5,TAIL,zero,0
1589,brohor,A,5,TAIL,no pipe,0
1590,brohor,B,5,TAIL,,4
1591,brohor,A,5,TAIL,no pipe,0
1592,brohor,B,5,TAIL,zero,0
1593,brohor,A,5,TAIL,no pipe,0
1594,brohor,B,5,TAIL,zero,0
1595,brohor,A,5,TAIL,no pipe,0
1596,brohor,B,5,TAIL,zero,0
1597,brohor,A,5,TAIL,no pipe,
1598,brohor,B,5,TAIL,zero,0
1599,brohor,A,5,TAIL,,4
1600,brohor,B,5,TAIL,missing,
1051,brohor,A,6,WHIT,zero,0
1052,brohor,B,6,WHIT,zero,0
1053,brohor,A,6,WHIT,zero,0
1054,brohor,B,6,WHIT,zero,0
1055,brohor,A,6,WHIT,,1
1056,brohor,B,6,WHIT,zero,0
1057,brohor,A,6,WHIT,,7
1058,brohor,B,6,WHIT,zero,0
1059,brohor,A,6,WHIT,,3
1060,brohor,B,6,WHIT,zero,0
1061,brohor,A,6,WHIT,zero,0
1062,brohor,B,6,WHIT,,5
1063,brohor,A,6,WHIT,zero,0
1064,brohor,B,6,WHIT,,0
1065,brohor,A,6,WHIT,zero,0
1066,brohor,B,6,WHIT,zero,0
1067,brohor,A,6,WHIT,,0
1068,brohor,B,6,WHIT,zero,0
1069,brohor,A,6,WHIT,zero,0
1070,brohor,B,6,WHIT,,1
1071,brohor,A,6,WHIT,zero,0
1072,brohor,B,6,WHIT,,2
1073,brohor,A,6,WHIT,zero,0
1074,brohor,B,6,WHIT,zero,0
1075,brohor,A,6,WHIT,,5
1076,brohor,B,6,WHIT,zero,0
1077,brohor,A,6,WHIT,zero,0
1078,brohor,B,6,WHIT,,3
1079,brohor,A,6,WHIT,zero,0
1080,brohor,B,6,WHIT,zero,0
1081,brohor,A,6,WHIT,herbivory,
1082,brohor,B,6,WHIT,zero,0
1083,brohor,A,6,WHIT,,9
1084,brohor,B,6,WHIT,zero,0
1085,brohor,A,6,WHIT,missing,
1086,brohor,B,6,WHIT,missing,
1087,brohor,A,6,WHIT,zero,0
1088,brohor,B,6,WHIT,,1
1089,brohor,A,6,WHIT,no pipe,3
1090,brohor,B,6,WHIT,,0
1091,brohor,A,6,WHIT,,0
1092,brohor,B,6,WHIT,zero,0
1093,brohor,A,6,WHIT,,6
1094,brohor,B,6,WHIT,,0
1095,brohor,A,6,WHIT,,2
1096,brohor,B,6,WHIT,,2
1097,brohor,A,6,WHIT,zero,0
1098,brohor,B,6,WHIT,zero,0
1099,brohor,A,6,WHIT,no pipe,0
1100,brohor,B,6,WHIT,zero,0
1151,brohor,A,9,WHIT,zero,0
1152,brohor,B,9,WHIT,,0
1153,brohor,A,9,WHIT,zero,0
1154,brohor,B,9,WHIT,,4
1155,brohor,A,9,WHIT,zero,0
1156,brohor,B,9,WHIT,zero,0
1157,brohor,A,9,WHIT,zero,0
1158,brohor,B,9,WHIT,zero,0
1159,brohor,A,9,WHIT,herbivory,
1160,brohor,B,9,WHIT,herbivory,
1161,brohor,A,9,WHIT,zero,0
1162,brohor,B,9,WHIT,zero,0
1163,brohor,A,9,WHIT,zero,0
1164,brohor,B,9,WHIT,zero,0
1165,brohor,A,9,WHIT,no pipe,0
1166,brohor,B,9,WHIT,zero,0
1167,brohor,A,9,WHIT,zero,0
1168,brohor,B,9,WHIT,zero,0
1169,brohor,A,9,WHIT,zero,0
1170,brohor,B,9,WHIT,,2
1171,brohor,A,9,WHIT,zero,0
1172,brohor,B,9,WHIT,,0
1173,brohor,A,9,WHIT,zero,0
1174,brohor,B,9,WHIT,zero,0
1175,brohor,A,9,WHIT,,3
1176,brohor,B,9,WHIT,zero,0
1177,brohor,A,9,WHIT,zero,0
1178,brohor,B,9,WHIT,zero,0
1179,brohor,A,9,WHIT,zero,0
1180,brohor,B,9,WHIT,zero,0
1181,brohor,A,9,WHIT,,2
1182,brohor,B,9,WHIT,zero,0
1183,brohor,A,9,WHIT,zero,0
1184,brohor,B,9,WHIT,,0
1185,brohor,A,9,WHIT,,0
1186,brohor,B,9,WHIT,,0
1187,brohor,A,9,WHIT,,14
1188,brohor,B,9,WHIT,missing,
1189,brohor,A,9,WHIT,zero,0
1190,brohor,B,9,WHIT,zero,0
1191,brohor,A,9,WHIT,no pipe,0
1192,brohor,B,9,WHIT,missing,
1193,brohor,A,9,WHIT,,9
1194,brohor,B,9,WHIT,,3
1195,brohor,A,9,WHIT,missing,
1196,brohor,B,9,WHIT,zero,0
1197,brohor,A,9,WHIT,herbivory,
1198,brohor,B,9,WHIT,zero,0
1199,brohor,A,9,WHIT,,17
1200,brohor,B,9,WHIT,zero,0
1201,brohor,A,8,WHIT,no fruit,0
1202,brohor,B,8,WHIT,,0
1203,brohor,A,8,WHIT,zero,0
1204,brohor,B,8,WHIT,zero,0
1205,brohor,A,8,WHIT,,25
1206,brohor,B,8,WHIT,,0
1207,brohor,A,8,WHIT,,6
1208,brohor,B,8,WHIT,zero,0
1209,brohor,A,8,WHIT,,17
1210,brohor,B,8,WHIT,,1
1211,brohor,A,8,WHIT,,7
1212,brohor,B,8,WHIT,zero,0
1213,brohor,A,8,WHIT,,25
1214,brohor,B,8,WHIT,zero,0
1215,brohor,A,8,WHIT,,8
1216,brohor,B,8,WHIT,zero,0
1217,brohor,A,8,WHIT,,4
1218,brohor,B,8,WHIT,zero,0
1219,brohor,A,8,WHIT,,3
1220,brohor,B,8,WHIT,herbivory,
1221,brohor,A,8,WHIT,,4
1222,brohor,B,8,WHIT,zero,0
1223,brohor,A,8,WHIT,,2
1224,brohor,B,8,WHIT,,4
1225,brohor,A,8,WHIT,,5
1226,brohor,B,8,WHIT,zero,0
1227,brohor,A,8,WHIT,missing,
1228,brohor,B,8,WHIT,missing,
1229,brohor,A,8,WHIT,,17
1230,brohor,B,8,WHIT,,2
1231,brohor,A,8,WHIT,missing,
1232,brohor,B,8,WHIT,zero,0
1233,brohor,A,8,WHIT,zero,0
1234,brohor,B,8,WHIT,zero,0
1235,brohor,A,8,WHIT,,4
1236,brohor,B,8,WHIT,zero,0
1237,brohor,A,8,WHIT,zero,0
1238,brohor,B,8,WHIT,zero,0
1239,brohor,A,8,WHIT,,3
1240,brohor,B,8,WHIT,,4
1241,brohor,A,8,WHIT,zero,0
1242,brohor,B,8,WHIT,zero,0
1243,brohor,A,8,WHIT,,0
1244,brohor,B,8,WHIT,zero,0
1245,brohor,A,8,WHIT,zero,0
1246,brohor,B,8,WHIT,zero,0
1247,brohor,A,8,WHIT,,2
1248,brohor,B,8,WHIT,missing,
1249,brohor,A,8,WHIT,,2
1250,brohor,B,8,WHIT,zero,0
1251,brohor,A,16,LM,,10
1252,brohor,B,16,LM,,0
1253,brohor,A,16,LM,,0
1254,brohor,B,16,LM,,0
1255,brohor,A,16,LM,,4
1256,brohor,B,16,LM,zero,0
1257,brohor,A,16,LM,,5
1258,brohor,B,16,LM,zero,0
1259,brohor,A,16,LM,,1
1260,brohor,B,16,LM,,0
1261,brohor,A,16,LM,,40
1262,brohor,B,16,LM,,0
1263,brohor,A,16,LM,,1
1264,brohor,B,16,LM,,10
1265,brohor,A,16,LM,zero,0
1266,brohor,B,16,LM,zero,0
1267,brohor,A,16,LM,,3
1268,brohor,B,16,LM,zero,0
1269,brohor,A,16,LM,,0
1270,brohor,B,16,LM,zero,0
1271,brohor,A,16,LM,,70
1272,brohor,B,16,LM,,3
1273,brohor,A,16,LM,,2
1274,brohor,B,16,LM,,1
1275,brohor,A,16,LM,,1
1276,brohor,B,16,LM,,1
1277,brohor,A,16,LM,,2
1278,brohor,B,16,LM,herbivory,
1279,brohor,A,16,LM,,0
1280,brohor,B,16,LM,,0
1281,brohor,A,16,LM,missing,
1282,brohor,B,16,LM,,0
1283,brohor,A,16,LM,,0
1284,brohor,B,16,LM,zero,0
1285,brohor,A,16,LM,,4
1286,brohor,B,16,LM,zero,0
1287,brohor,A,16,LM,,14
1288,brohor,B,16,LM,,1
1289,brohor,A,16,LM,,7
1290,brohor,B,16,LM,,0
1291,brohor,A,16,LM,,6
1292,brohor,B,16,LM,,0
1293,brohor,A,16,LM,zero,0
1294,brohor,B,16,LM,zero,0
1295,brohor,A,16,LM,zero,0
1296,brohor,B,16,LM,,1
1297,brohor,A,16,LM,,4
1298,brohor,B,16,LM,,2
1299,brohor,A,16,LM,,2
1300,brohor,B,16,LM,,1
1301,brohor,A,17,LM,zero,0
1302,brohor,B,17,LM,zero,0
1303,brohor,A,17,LM,,3
1304,brohor,B,17,LM,,0
1305,brohor,A,17,LM,,2
1306,brohor,B,17,LM,,1
1307,brohor,A,17,LM,,6
1308,brohor,B,17,LM,zero,0
1309,brohor,A,17,LM,,5
1310,brohor,B,17,LM,,0
1311,brohor,A,17,LM,,2
1312,brohor,B,17,LM,,3
1313,brohor,A,17,LM,zero,0
1314,brohor,B,17,LM,zero,0
1315,brohor,A,17,LM,,3
1316,brohor,B,17,LM,zero,0
1317,brohor,A,17,LM,,0
1318,brohor,B,17,LM,,0
1319,brohor,A,17,LM,,6
1320,brohor,B,17,LM,,1
1321,brohor,A,17,LM,zero,0
1322,brohor,B,17,LM,herbivory,
1323,brohor,A,17,LM,,2
1324,brohor,B,17,LM,,6
1325,brohor,A,17,LM,,3
1326,brohor,B,17,LM,,0
1327,brohor,A,17,LM,,3
1328,brohor,B,17,LM,zero,0
1329,brohor,A,17,LM,,2
1330,brohor,B,17,LM,,0
1331,brohor,A,17,LM,,1
1332,brohor,B,17,LM,,1
1333,brohor,A,17,LM,,1
1334,brohor,B,17,LM,,0
1335,brohor,A,17,LM,,2
1336,brohor,B,17,LM,zero,0
1337,brohor,A,17,LM,zero,0
1338,brohor,B,17,LM,zero,0
1339,brohor,A,17,LM,zero,0
1340,brohor,B,17,LM,zero,0
1341,brohor,A,17,LM,,3
1342,brohor,B,17,LM,zero,0
1343,brohor,A,17,LM,,
1344,brohor,B,17,LM,,0
1345,brohor,A,17,LM,,1
1346,brohor,B,17,LM,no pipe,0
1347,brohor,A,17,LM,,5
1348,brohor,B,17,LM,,0
1349,brohor,A,17,LM,,1
1350,brohor,B,17,LM,missing,
1351,brohor,A,19,LM,,6
1352,brohor,B,19,LM,missing,
1353,brohor,A,19,LM,zero,0
1354,brohor,B,19,LM,zero,0
1355,brohor,A,19,LM,missing,
1356,brohor,B,19,LM,,0
1357,brohor,A,19,LM,,6
1358,brohor,B,19,LM,zero,0
1359,brohor,A,19,LM,herbivory,
1360,brohor,B,19,LM,,2
1361,brohor,A,19,LM,missing,
1362,brohor,B,19,LM,,0
1363,brohor,A,19,LM,missing,
1364,brohor,B,19,LM,zero,0
1365,brohor,A,19,LM,zero,0
1366,brohor,B,19,LM,,0
1367,brohor,A,19,LM,zero,0
1368,brohor,B,19,LM,zero,0
1369,brohor,A,19,LM,zero,0
1370,brohor,B,19,LM,,1
1371,brohor,A,19,LM,,1
1372,brohor,B,19,LM,,0
1373,brohor,A,19,LM,,1
1374,brohor,B,19,LM,zero,0
1375,brohor,A,19,LM,,8
1376,brohor,B,19,LM,zero,0
1377,brohor,A,19,LM,missing,
1378,brohor,B,19,LM,herbivory,
1379,brohor,A,19,LM,,5
1380,brohor,B,19,LM,zero,0
1381,brohor,A,19,LM,,2
1382,brohor,B,19,LM,zero,0
1383,brohor,A,19,LM,missing,
1384,brohor,B,19,LM,herbivory,
1385,brohor,A,19,LM,missing,
1386,brohor,B,19,LM,herbivory,
1387,brohor,A,19,LM,no fruit,0
1388,brohor,B,19,LM,zero,0
1389,brohor,A,19,LM,,3
1390,brohor,B,19,LM,zero,0
1391,brohor,A,19,LM,missing,
1392,brohor,B,19,LM,,0
1393,brohor,A,19,LM,missing,
1394,brohor,B,19,LM,zero,0
1395,brohor,A,19,LM,,3
1396,brohor,B,19,LM,,1
1397,brohor,A,19,LM,missing,
1398,brohor,B,19,LM,herbivory,
1399,brohor,A,19,LM,missing,
1400,brohor,B,19,LM,missing,
1701,brohor,A,15,HUT,missing,
1702,brohor,B,15,HUT,,15
1703,brohor,A,15,HUT,,44
1704,brohor,B,15,HUT,zero,0
1705,brohor,A,15,HUT,zero,0
1706,brohor,B,15,HUT,zero,0
1707,brohor,A,15,HUT,zero,0
1708,brohor,B,15,HUT,,3
1709,brohor,A,15,HUT,missing,
1710,brohor,B,15,HUT,,13
1711,brohor,A,15,HUT,,2
1712,brohor,B,15,HUT,zero,0
1713,brohor,A,15,HUT,zero,0
1714,brohor,B,15,HUT,,3
1715,brohor,A,15,HUT,zero,0
1716,brohor,B,15,HUT,,2
1717,brohor,A,15,HUT,missing,
1718,brohor,B,15,HUT,zero,0
1719,brohor,A,15,HUT,missing,
1720,brohor,B,15,HUT,,2
1721,brohor,A,15,HUT,zero,0
1722,brohor,B,15,HUT,,0
1723,brohor,A,15,HUT,no pipe,0
1724,brohor,B,15,HUT,zero,0
1725,brohor,A,15,HUT,zero,0
1726,brohor,B,15,HUT,zero,0
1727,brohor,A,15,HUT,,1
1728,brohor,B,15,HUT,,3
1729,brohor,A,15,HUT,no pipe,0
1730,brohor,B,15,HUT,,0
1731,brohor,A,15,HUT,zero,0
1732,brohor,B,15,HUT,,0
1733,brohor,A,15,HUT,,2
1734,brohor,B,15,HUT,,1
1735,brohor,A,15,HUT,,1
1736,brohor,B,15,HUT,zero,0
1737,brohor,A,15,HUT,no pipe,0
1738,brohor,B,15,HUT,,3
1739,brohor,A,15,HUT,,0
1740,brohor,B,15,HUT,,0
1741,brohor,A,15,HUT,,3
1742,brohor,B,15,HUT,,2
1743,brohor,A,15,HUT,,2
1744,brohor,B,15,HUT,,2
1745,brohor,A,15,HUT,zero,0
1746,brohor,B,15,HUT,zero,0
1747,brohor,A,15,HUT,,10
1748,brohor,B,15,HUT,zero,0
1749,brohor,A,15,HUT,zero,0
1750,brohor,B,15,HUT,zero,0
1651,brohor,A,14,HUT,,6
1652,brohor,B,14,HUT,zero,0
1653,brohor,A,14,HUT,missing,
1654,brohor,B,14,HUT,,2
1655,brohor,A,14,HUT,,7
1656,brohor,B,14,HUT,,0
1657,brohor,A,14,HUT,,9
1658,brohor,B,14,HUT,,1
1659,brohor,A,14,HUT,zero,0
1660,brohor,B,14,HUT,,3
1661,brohor,A,14,HUT,missing,
1662,brohor,B,14,HUT,,0
1663,brohor,A,14,HUT,,4
1664,brohor,B,14,HUT,,3
1665,brohor,A,14,HUT,zero,0
1666,brohor,B,14,HUT,zero,0
1667,brohor,A,14,HUT,zero,0
1668,brohor,B,14,HUT,zero,0
1669,brohor,A,14,HUT,,2
1670,brohor,B,14,HUT,,1
1671,brohor,A,14,HUT,no pipe,0
1672,brohor,B,14,HUT,,0
1673,brohor,A,14,HUT,,2
1674,brohor,B,14,HUT,,0
1675,brohor,A,14,HUT,,2
1676,brohor,B,14,HUT,,2
1677,brohor,A,14,HUT,,5
1678,brohor,B,14,HUT,zero,0
1679,brohor,A,14,HUT,no pipe,0
1680,brohor,B,14,HUT,zero,0
1681,brohor,A,14,HUT,no pipe,3
1682,brohor,B,14,HUT,zero,0
1683,brohor,A,14,HUT,zero,0
1684,brohor,B,14,HUT,zero,0
1685,brohor,A,14,HUT,missing,
1686,brohor,B,14,HUT,,3
1687,brohor,A,14,HUT,no pipe,0
1688,brohor,B,14,HUT,,9
1689,brohor,A,14,HUT,no pipe,4
1690,brohor,B,14,HUT,zero,0
1691,brohor,A,14,HUT,,17
1692,brohor,B,14,HUT,zero,0
1693,brohor,A,14,HUT,missing,
1694,brohor,B,14,HUT,zero,0
1695,brohor,A,14,HUT,no pipe,0
1696,brohor,B,14,HUT,zero,0
1697,brohor,A,14,HUT,zero,0
1698,brohor,B,14,HUT,,0
1699,brohor,A,14,HUT,,6
1700,brohor,B,14,HUT,zero,0
1601,brohor,A,11,HUT,no pipe,0
1602,brohor,B,11,HUT,,1
1603,brohor,A,11,HUT,zero,0
1604,brohor,B,11,HUT,missing,
1605,brohor,A,11,HUT,,10
1606,brohor,B,11,HUT,,3
1607,brohor,A,11,HUT,,0
1608,brohor,B,11,HUT,,2
1609,brohor,A,11,HUT,no pipe,0
1610,brohor,B,11,HUT,zero,0
1611,brohor,A,11,HUT,no pipe,0
1612,brohor,B,11,HUT,,1
1613,brohor,A,11,HUT,no pipe,0
1614,brohor,B,11,HUT,herbivory,0
1615,brohor,A,11,HUT,zero,0
1616,brohor,B,11,HUT,,11
1617,brohor,A,11,HUT,zero,0
1618,brohor,B,11,HUT,zero,0
1619,brohor,A,11,HUT,,1
1620,brohor,B,11,HUT,zero,0
1621,brohor,A,11,HUT,,1
1622,brohor,B,11,HUT,,1
1623,brohor,A,11,HUT,missing,
1624,brohor,B,11,HUT,,1
1625,brohor,A,11,HUT,zero,0
1626,brohor,B,11,HUT,zero,0
1627,brohor,A,11,HUT,,0
1628,brohor,B,11,HUT,,4
1629,brohor,A,11,HUT,,1
1630,brohor,B,11,HUT,zero,0
1631,brohor,A,11,HUT,no pipe,0
1632,brohor,B,11,HUT,zero,0
1633,brohor,A,11,HUT,zero,0
1634,brohor,B,11,HUT,herbivory,0
1635,brohor,A,11,HUT,,2
1636,brohor,B,11,HUT,zero,0
1637,brohor,A,11,HUT,no pipe,5
1638,brohor,B,11,HUT,zero,0
1639,brohor,A,11,HUT,missing,
1640,brohor,B,11,HUT,,4
1641,brohor,A,11,HUT,no pipe,0
1642,brohor,B,11,HUT,,0
1643,brohor,A,11,HUT,no pipe,9
1644,brohor,B,11,HUT,,1
1645,brohor,A,11,HUT,missing,
1646,brohor,B,11,HUT,zero,0
1647,brohor,A,11,HUT,no pipe,0
1648,brohor,B,11,HUT,,0
1649,brohor,A,11,HUT,no pipe,0
1650,brohor,B,11,HUT,zero,0
1751,brohor,A,22,KNOX,,1
1752,brohor,B,22,KNOX,zero,0
1753,brohor,A,22,KNOX,zero,0
1754,brohor,B,22,KNOX,zero,0
1755,brohor,A,22,KNOX,no pipe,0
1756,brohor,B,22,KNOX,missing,
1757,brohor,A,22,KNOX,missing,
1758,brohor,B,22,KNOX,zero,0
1759,brohor,A,22,KNOX,missing,
1760,brohor,B,22,KNOX,zero,0
1761,brohor,A,22,KNOX,,3
1762,brohor,B,22,KNOX,zero,0
1763,brohor,A,22,KNOX,missing,
1764,brohor,B,22,KNOX,zero,0
1765,brohor,A,22,KNOX,,2
1766,brohor,B,22,KNOX,zero,0
1767,brohor,A,22,KNOX,missing,
1768,brohor,B,22,KNOX,zero,0
1769,brohor,A,22,KNOX,zero,0
1770,brohor,B,22,KNOX,zero,0
1771,brohor,A,22,KNOX,zero,0
1772,brohor,B,22,KNOX,zero,0
1773,brohor,A,22,KNOX,missing,
1774,brohor,B,22,KNOX,zero,0
1775,brohor,A,22,KNOX,,3
1776,brohor,B,22,KNOX,zero,0
1777,brohor,A,22,KNOX,zero,0
1778,brohor,B,22,KNOX,zero,0
1779,brohor,A,22,KNOX,missing,
1780,brohor,B,22,KNOX,zero,0
1781,brohor,A,22,KNOX,zero,0
1782,brohor,B,22,KNOX,zero,0
1783,brohor,A,22,KNOX,,6
1784,brohor,B,22,KNOX,zero,0
1785,brohor,A,22,KNOX,,0
1786,brohor,B,22,KNOX,missing,
1787,brohor,A,22,KNOX,missing,
1788,brohor,B,22,KNOX,zero,0
1789,brohor,A,22,KNOX,missing,
1790,brohor,B,22,KNOX,zero,0
1791,brohor,A,22,KNOX,,3
1792,brohor,B,22,KNOX,,1
1793,brohor,A,22,KNOX,zero,0
1794,brohor,B,22,KNOX,zero,0
1795,brohor,A,22,KNOX,zero,0
1796,brohor,B,22,KNOX,zero,0
1797,brohor,A,22,KNOX,missing,
1798,brohor,B,22,KNOX,missing,
1799,brohor,A,22,KNOX,no pipe,0
1800,brohor,B,22,KNOX,zero,0
1801,brohor,A,21,KNOX,zero,0
1802,brohor,B,21,KNOX,zero,0
1803,brohor,A,21,KNOX,no pipe,0
1804,brohor,B,21,KNOX,zero,0
1805,brohor,A,21,KNOX,,17
1806,brohor,B,21,KNOX,zero,0
1807,brohor,A,21,KNOX,no pipe,0
1808,brohor,B,21,KNOX,,0
1809,brohor,A,21,KNOX,,6
1810,brohor,B,21,KNOX,,2
1811,brohor,A,21,KNOX,,2
1812,brohor,B,21,KNOX,,0
1813,brohor,A,21,KNOX,,7
1814,brohor,B,21,KNOX,zero,0
1815,brohor,A,21,KNOX,,27
1816,brohor,B,21,KNOX,,0
1817,brohor,A,21,KNOX,zero,0
1818,brohor,B,21,KNOX,zero,0
1819,brohor,A,21,KNOX,,4
1820,brohor,B,21,KNOX,,1
1821,brohor,A,21,KNOX,zero,0
1822,brohor,B,21,KNOX,,1
1823,brohor,A,21,KNOX,,5
1824,brohor,B,21,KNOX,,0
1825,brohor,A,21,KNOX,missing,
1826,brohor,B,21,KNOX,zero,0
1827,brohor,A,21,KNOX,,5
1828,brohor,B,21,KNOX,zero,0
1829,brohor,A,21,KNOX,,8
1830,brohor,B,21,KNOX,zero,0
1831,brohor,A,21,KNOX,,1
1832,brohor,B,21,KNOX,zero,0
1833,brohor,A,21,KNOX,zero,0
1834,brohor,B,21,KNOX,zero,0
1835,brohor,A,21,KNOX,,2
1836,brohor,B,21,KNOX,,1
1837,brohor,A,21,KNOX,missing,
1838,brohor,B,21,KNOX,zero,0
1839,brohor,A,21,KNOX,zero,0
1840,brohor,B,21,KNOX,,1
1841,brohor,A,21,KNOX,,10
1842,brohor,B,21,KNOX,zero,0
1843,brohor,A,21,KNOX,,6
1844,brohor,B,21,KNOX,,2
1845,brohor,A,21,KNOX,zero,0
1846,brohor,B,21,KNOX,zero,0
1847,brohor,A,21,KNOX,,4
1848,brohor,B,21,KNOX,zero,0
1849,brohor,A,21,KNOX,,1
1850,brohor,B,21,KNOX,zero,0
1851,brohor,A,25,KNOX,,1
1852,brohor,B,25,KNOX,,1
1853,brohor,A,25,KNOX,,1
1854,brohor,B,25,KNOX,zero,0
1855,brohor,A,25,KNOX,no pipe,0
1856,brohor,B,25,KNOX,zero,0
1857,brohor,A,25,KNOX,,8
1858,brohor,B,25,KNOX,missing,
1859,brohor,A,25,KNOX,,1
1860,brohor,B,25,KNOX,zero,0
1861,brohor,A,25,KNOX,zero,0
1862,brohor,B,25,KNOX,,0
1863,brohor,A,25,KNOX,zero,0
